BJDtcb1 BJDtcb2 BJDtdb1 BJDtdb2 RvTot ZB
2442490 0.495597784515648 2442490 0.49560792423086 -6744.25594683279 -3.31351236734223e-05
2442500 0.49535378016653 2442500 0.495363764833549 -11247.6931807636 -1.81132081660262e-05
2442510 0.495262239728783 2442510 0.495272069345244 -15877.0513753877 -2.67079325999564e-06
2442520 0.495325458753652 2442520 0.495335133317156 -20514.579482488 1.27993527059278e-05
2442530 0.495539958417214 2442530 0.495549477925416 -24966.5271050406 2.7650878409391e-05
2442540 0.495897912156438 2442540 0.495907276607112 -29170.0187039188 4.16739692867818e-05
2442550 0.496388884781067 2442550 0.496398094172152 -32992.2846213335 5.4425610664488e-05
2442560 0.496997198810982 2442560 0.497006253140658 -36296.9285625815 6.54506511066355e-05
2442570 0.497705111888414 2442570 0.497714011155137 -39065.1529460429 7.46862615501609e-05
2442580 0.498492771445813 2442580 0.498501515648346 -41176.4684098028 8.17303453628515e-05
2442590 0.499336780704322 2442590 0.499345369841793 -42581.070406526 8.64166418501622e-05
2442600 0.50021400220093 2442600 0.500222436272822 -43289.4886518437 8.87802162610196e-05
2442610 0.5010998365842 2442610 0.501108115590381 -43218.3654234095 8.85429194363851e-05
2442620 0.501968618181728 2442620 0.501976742122461 -42410.4250771274 8.58473005691529e-05
2442630 0.50279676479149 2442630 0.502804733667406 -40893.25606146 8.07854445559197e-05
2442640 0.503560206882408 2442640 0.50356802069451 -38645.4854701202 7.32861164918219e-05
2442650 0.504236662326194 2442650 0.50424432107583 -35787.6911389857 6.37517039137059e-05
2442660 0.504807123958895 2442660 0.504814627647709 -32363.0120532203 5.23262424456661e-05
2442670 0.505253554834269 2442670 0.505260903464185 -28431.7671719687 3.92110910452104e-05
2442680 0.505562386560494 2442680 0.505569580133644 -24162.0064922289 2.4966995993303e-05
2442690 0.505723919992095 2442690 0.505730958510764 -19616.6534697664 9.80395958904978e-06
2442700 0.505731192968087 2442700 0.505738076434666 -14938.0006435602 -5.80327705601569e-06
2442710 0.505583469789703 2442710 0.505590198206596 -10301.6060897408 -2.12690662920734e-05
2442720 0.505283795234642 2442720 0.505290368604205 -5786.13511159396 -3.63310265526495e-05
2442730 0.504839381413963 2442730 0.50484579973844 -1583.64422419713 -5.03485920160252e-05
2442740 0.504263691121692 2442740 0.504269954403118 2171.23909613132 -6.28728132695544e-05
2442750 0.503572929883933 2442750 0.503579038124093 5402.75697768461 -7.36511246918203e-05
2442760 0.502787685802293 2442760 0.502793639002651 7933.84736903471 -8.20930882199367e-05
2442770 0.501932671839621 2442770 0.501938470001259 9716.16150218882 -8.80375675170741e-05
2442780 0.501044873099711 2442780 0.501050516223139 10704.897617401 -9.13352280877966e-05
2442790 0.5001294938025 2442790 0.500134981888144 10807.4362647626 -9.16772166309476e-05
2442800 0.499226841621576 2442800 0.499232174669239 10083.0823556781 -8.92613348316695e-05
2442810 0.498363920561486 2442810 0.498369098570551 8535.03536697423 -8.40982138149426e-05
2442820 0.49756807444107 2442820 0.497573097410498 6190.81747021546 -7.62795636592983e-05
2442830 0.496863166145734 2442830 0.496868034074116 3196.04764591353 -6.6290955271886e-05
2442840 0.496269610118474 2442840 0.496274323004083 -403.844321107499 -5.42837880476155e-05
2442850 0.495805550012822 2442850 0.495810107853649 -4477.39657985462 -4.06964149892719e-05
2442860 0.495483217788354 2442860 0.495487620582202 -8849.19869324166 -2.61138158466068e-05
2442870 0.495311097053817 2442870 0.495315344798356 -13451.0196312862 -1.07635055853761e-05
2442880 0.49529368510335 2442880 0.495297777796183 -18097.9835133715 4.73786639387797e-06
2442890 0.495429242742601 2442890 0.495433180381355 -22646.3410036284 1.99107719462965e-05
2442900 0.49571318562993 2442900 0.495716968212305 -27020.800020705 3.45040024294363e-05
2442910 0.496136365535078 2442910 0.496139993058914 -31038.4746406306 4.79073725232482e-05
2442920 0.496684864962763 2442920 0.496688337426118 -34625.1185355648 5.98730839351802e-05
2442930 0.497343255075653 2442930 0.497346572476823 -37705.9159191634 7.0151425876297e-05
2442940 0.498091955742993 2442940 0.498095118080578 -40143.6386638804 7.82844531712623e-05
2442950 0.498909111457428 2442950 0.498912118730365 -41939.3836759353 8.42757208401324e-05
2442960 0.499772489524 2442960 0.499775341731574 -43025.5877706484 8.78997331581477e-05
2442970 0.500656952319614 2442970 0.500659649461498 -43340.7759697302 8.89513322654967e-05
2442980 0.501537854341867 2442980 0.501540396418115 -42943.5644818175 8.76260696667241e-05
2442990 0.502390975055348 2442990 0.502393362066392 -41788.0273288485 8.37707374727881e-05
