BJDtcb1 BJDtcb2 BJDtdb1 BJDtdb2 RvTot ZB
2443876 0.372514675713537 2443876 0.372503327133196 -40174.7335579067 0.0001340084864907
2443886 0.373063671288866 2443886 0.373052167648036 -42800.727981407 0.000142767861029403
2443896 0.373690807703856 2443896 0.373679149001325 -44897.8537200721 0.000149763119524748
2443906 0.374377169307605 2443906 0.374365355542455 -46381.8562832123 0.000154713219247204
2443916 0.375100691822522 2443916 0.375088722994178 -47187.5610894116 0.000157400761193971
2443926 0.3758392142178 2443926 0.375827090326028 -47342.7064694945 0.000157918270477286
2443936 0.376570508043165 2443936 0.376558229088077 -46808.9817562276 0.000156137956466629
2443946 0.377271740557452 2443946 0.377259306539515 -45622.2368633837 0.000152179401602504
2443956 0.377922643983744 2443956 0.377910054903737 -43858.1547309908 0.000146295056999035
2443966 0.378504200495803 2443966 0.378491456354802 -41529.119500574 0.000138526231705849
2443976 0.378999295049264 2443976 0.37898639584861 -38750.456118696 0.000129257608337485
2443986 0.379394868006781 2443986 0.379381813748017 -35612.8999380973 0.000118791847452338
2443996 0.379679784086346 2443996 0.379666574771188 -32171.6502025447 0.000107313073908433
2444006 0.379846562383055 2444006 0.379833198013334 -28577.9003600936 9.53256147627757e-05
2444016 0.379891858284857 2444016 0.379878338862456 -24907.7377502356 8.30832700609019e-05
2444026 0.379814408424917 2444026 0.379800733951741 -21248.4213773528 7.08771045112577e-05
2444036 0.379617338922246 2444036 0.379603509400149 -17743.0742931712 5.91845252263523e-05
2444046 0.379306940986356 2444046 0.379292956417095 -14438.926175679 4.81630734542327e-05
2444056 0.378891535053448 2444056 0.37887739543865 -11441.4622826658 3.81646101406119e-05
2444066 0.378383545421909 2444066 0.378369250763011 -8853.10461238857 2.95307782972598e-05
2444076 0.377797063676941 2444076 0.37778261397516 -6693.03824818838 2.23255724738358e-05
2444086 0.377148055754721 2444086 0.377133451011026 -5063.62023920872 1.68904190351871e-05
2444096 0.376455373755687 2444096 0.376440613970756 -4006.63681345033 1.33647018346617e-05
2444106 0.375737917320582 2444106 0.375723002494798 -3520.33684981071 1.17425797609982e-05
2444116 0.375016019376849 2444116 0.375000949510282 -3675.16513766849 1.22590313385018e-05
2444126 0.374310906452937 2444126 0.374295681545326 -4443.08923749828 1.48205504139076e-05
2444136 0.373642333135299 2444136 0.373626953186077 -5804.85867310803 1.93629243104843e-05
2444146 0.373030492963478 2444146 0.373014957971767 -7770.54728434056 2.59197557409552e-05
2444156 0.37249400780049 2444156 0.37247831776512 -10244.6402560294 3.417244157633e-05
2444166 0.372048757278334 2444166 0.372032912197891 -13187.3087351561 4.39881270634102e-05
2444176 0.371709498546261 2444176 0.371693498419101 -16532.8201365017 5.51475518990596e-05
2444186 0.371487051117516 2444186 0.371470895941829 -20137.456166192 6.71713234566829e-05
2444196 0.371388725697473 2444196 0.371372415471334 -23939.1315697313 7.98523476188695e-05
2444206 0.371419056618984 2444206 0.371402591340398 -27806.6461007147 9.27529874708011e-05
2444216 0.371577233585817 2444216 0.371560613252801 -31588.5285939507 0.000105367989590821
2444226 0.371859067560032 2444226 0.37184229217067 -35211.6893647123 0.000117453553033386
2444236 0.372256674146894 2444236 0.37223974369939 -38519.6333567878 0.000128487666480215
2444246 0.372768744887146 2444246 0.372751659379726 -41405.6552532057 0.000138114399306222
2444256 0.373357119460451 2444256 0.373339878891931 -43810.454988694 0.000146135947785231
2444266 0.374015075507714 2444266 0.373997679877015 -45607.5598122147 0.00015213044422957
2444276 0.374721494574425 2444276 0.374703943880796 -46774.3613797883 0.000156022475321205
2444286 0.375455136572034 2444286 0.375437430815053 -47287.6353630166 0.000157734573039248
2444296 0.376193034150838 2444296 0.376175173330439 -47093.7930195462 0.00015708798458014
2444306 0.376912509510641 2444306 0.376894493627109 -46257.2975247826 0.000154297735951658
2444316 0.377592640059099 2444316 0.377574469113045 -44794.1609182488 0.000149417237568561
2444326 0.37821271400053 2444326 0.378194387992885 -42736.0451363815 0.000142552102282645
2444336 0.378755055117072 2444336 0.378736574049042 -40201.8507286056 0.000134098939635785
2444346 0.37920473598177 2444346 0.37918609985479 -37233.2520878644 0.000124196760439732
2444356 0.379548678752088 2444356 0.379529887567798 -33931.4169032598 0.000113183023781271
2444366 0.379778346575736 2444366 0.379759400335908 -30424.2486327327 0.000101484369672611
2444376 0.379887938600052 2444376 0.379868837306549 -26764.1060141004 8.9275448063808e-05
2444386 0.379874596705052 2444386 0.379855340359779 -23090.5408504269 7.7021753664086e-05
2444396 0.379740100331428 2444396 0.379720688936264 -19504.6983909114 6.5060670708772e-05
2444406 0.379488331006156 2444406 0.379468764562919 -16063.3630490481 5.35816116129517e-05
2444416 0.379126643363563 2444416 0.379106921873957 -12908.5390333569 4.30582514299171e-05
2444426 0.378666008327796 2444426 0.378646131793355 -10096.4799698018 3.36782320581319e-05
2444436 0.378118704790668 2444436 0.378098673212737 -7687.80115493464 2.56437443630908e-05
2444446 0.377500378510599 2444446 0.377480191890278 -5792.46123529797 1.93215709092254e-05
2444456 0.376828563635739 2444456 0.376808221973858 -4417.9161281557 1.47365819594958e-05
2444466 0.376121370664056 2444466 0.376100873961164 -3623.01912500425 1.20850909631764e-05
2444476 0.375399375872188 2444476 0.375378724128513 -3457.64534949234 1.15334634251951e-05
2444486 0.374682972266512 2444486 0.374662165481968 -3884.5131463554 1.29573411294936e-05
2444496 0.373992400295901 2444496 0.373971438470088 -4943.35072524787 1.64892431191443e-05
2444506 0.373348607756196 2444506 0.373327490888389 -6606.73988427049 2.20377121170623e-05
2444516 0.37277026023737 2444516 0.372748988326553 -8800.9838705345 2.93569222162837e-05
2444526 0.372274984358147 2444526 0.372253557403032 -11522.5375845105 3.84350482376394e-05
2444536 0.371878756909471 2444536 0.371857174908523 -14665.7484330665 4.89196710647954e-05
2444546 0.371593554466051 2444546 0.371571817417549 -18134.2250173288 6.04892636002496e-05
2444556 0.371429314054057 2444556 0.371407421956125 -21866.3353903903 7.29382437979487e-05
2444566 0.371392071017639 2444566 0.371370023868307 -25701.0095931889 8.57293401063108e-05
2444576 0.371483108417754 2444576 0.371460906215034 -29541.5542331539 9.85400180852913e-05
2444586 0.371700973571345 2444586 0.37167861631327 -33279.5893241206 0.000111008761014664
2444596 0.37203914648323 2444596 0.372016634167935 -36747.4214359234 0.00012257620382139
2444606 0.372487106128951 2444606 0.372464438754734 -39877.4515948736 0.000133016860600521
2444616 0.373031746757451 2444616 0.373008924322812 -42552.4464178062 0.000141939682878234
2444626 0.373655502451635 2444626 0.373632524955348 -44658.0729768826 0.000148963297058269
2444636 0.374339019786098 2444636 0.374315887227235 -46179.2060880537 0.000154037250957306
2444646 0.375061461468273 2444646 0.375038173846233 -47032.7459457993 0.000156884353460951
2444656 0.375799723379098 2444656 0.375776280693634 -47199.2577575335 0.00015743977707916
2444666 0.376531705182686 2444666 0.376508107433896 -46717.3282804215 0.000155832233379338
2444676 0.377235336785292 2444676 0.377211583973615 -45561.8591996705 0.000151978003394837
2444686 0.377889090556723 2444686 0.377865182682933 -43809.6261031517 0.000146133182920671
2444696 0.378474602656601 2444696 0.378450539721755 -41531.3215325097 0.000138533576893751
2444706 0.378974782708752 2444706 0.378950564714174 -38759.6146714064 0.000129288157980967
2444716 0.379375466161171 2444716 0.379351093108403 -35633.0472793881 0.000118859051749021
2444726 0.379666475394415 2444726 0.379641947285159 -32226.02633921 0.000107494453176704
2444736 0.379839600559008 2444736 0.379814917395091 -28616.1769867415 9.54532918461259e-05
2444746 0.379890938106265 2444746 0.379866099889575 -24955.6953537084 8.32432394070048e-05
2444756 0.379820131536755 2444756 0.379795138269186 -21303.5601587752 7.10610276886126e-05
2444766 0.379629075620735 2444766 0.379603927304152 -17766.6687617068 5.92632279018401e-05
2444776 0.379324219685561 2444776 0.379298916321727 -14469.219767521 4.82641219997637e-05
2444786 0.378914371472582 2444786 0.378888913063127 -11449.4878974766 3.81913807100398e-05
2444796 0.378422228556942 2444796 0.378396615103141 -8824.29590680612 2.94346827991454e-05
2444806 0.377839521388096 2444806 0.377813752891353 -6663.93726011254 2.22285020262669e-05
2444816 0.377193631889233 2444816 0.377167708350527 -4989.15267262384 1.66420219704921e-05
2444826 0.376502501178037 2444826 0.376476422598071 -3899.93573525133 1.30087853486005e-05
2444836 0.375786142583946 2444836 0.375759908963111 -3401.90315871325 1.13475274908792e-05
2444846 0.375064119763677 2444846 0.37503773110206 -3501.2244359918 1.16788276107727e-05
2444856 0.374357454797707 2444856 0.37433091109507 -4249.21872704104 1.41738679998449e-05
2444866 0.373686943553528 2444866 0.373660244809311 -5587.03329167489 1.86363370477949e-05
2444876 0.37307169130644 2444876 0.373044837519785 -7503.04773165238 2.50274732783717e-05
2444886 0.372530893942083 2444886 0.372503885111837 -9973.69327930604 3.32686597449561e-05
2444896 0.372081035856122 2444896 0.372053871980874 -12885.8870637331 4.29826925923971e-05
2444906 0.371735895245962 2444906 0.371708576324088 -16202.4916559077 5.40456946915846e-05
2444916 0.371507453608121 2444916 0.371479979637813 -19819.7477629615 6.61115622960784e-05
2444926 0.371402984696814 2444926 0.371375355676149 -23595.0253758426 7.87045329067038e-05
2444936 0.37142653371979 2444936 0.371398749646783 -27464.1703714392 9.16106114031701e-05
2444946 0.371578646868992 2444946 0.37155070774165 -31269.6234747258 0.000104304236615338
2444956 0.37185448233654 2444956 0.371826388152944 -34880.8567256375 0.000116350014134237
2444966 0.372246340296909 2444966 0.372218091055261 -38221.7918948836 0.000127494174302689
2444976 0.372742411503931 2444976 0.372714007202614 -41134.2723857611 0.000137209163499907
2444986 0.373326668702368 2444986 0.373298109340016 -43546.8705871383 0.000145256724861098
2444996 0.373981604583902 2444996 0.373952890159418 -45398.5111594956 0.000151433132982604
2445006 0.374686496290577 2445006 0.374657626803186 -46586.8045628237 0.000155396853121714
2445016 0.375419109806271 2445016 0.375390085255544 -47125.7432627777 0.000157194559119889
2445026 0.376157590778407 2445026 0.376128411164254 -46989.9366935913 0.000156741557166162
2445036 0.376878822255731 2445036 0.376849487578418 -46164.7881937267 0.000153989158038548
2445046 0.377561282567008 2445046 0.377531792827137 -44737.7114912679 0.000149228942548207
2445056 0.378185311941184 2445056 0.37815566713966 -42721.7163898785 0.000142504306729019
2445066 0.378732122781216 2445066 0.378702322919236 -40187.7978753944 0.000134052064363122
2445076 0.379186803505446 2445076 0.37915684858444 -37255.9951580972 0.000124272623156174
2445086 0.379536902063876 2445086 0.379506792085465 -33967.6702861181 0.000113303952049781
2445096 0.379772515123265 2445096 0.379742250089224 -30452.7095963758 0.000101579305228472
2445106 0.379888457111137 2445106 0.379858037023322 -26820.6026681162 8.94639006165932e-05
2445116 0.379881832303158 2445116 0.379851257163469 -23130.3069915589 7.71543992329482e-05
2445126 0.379753295467452 2445126 0.379722565277779 -19533.4632001204 6.51566197843456e-05
2445136 0.379507699615077 2445136 0.379476814377235 -16103.0603559995 5.3714027575702e-05
2445146 0.379151674906118 2445146 0.379120634621819 -12909.1008579229 4.30601254749474e-05
2445156 0.378707264242512 2445156 0.378676068913127 -10086.8250849278 3.36460268287597e-05
2445166 0.378164546010248 2445166 0.378133195637301 -7666.18417831827 2.55716378906312e-05
2445176 0.377549554075471 2445176 0.377518048660084 -5721.74078055398 1.90856728642386e-05
2445186 0.376880087959558 2445186 0.376848427502574 -4339.17952949645 1.44739449365883e-05
2445196 0.376174807284948 2445196 0.376142991786922 -3509.45599391306 1.17062851324734e-05
2445206 0.375453064746915 2445206 0.375421094208104 -3298.15590430774 1.10014639004286e-05
2445216 0.37473616675702 2445216 0.374704041177347 -3718.11073817498 1.24022824422587e-05
2445226 0.374044285881202 2445226 0.37401200526028 -4727.59236665283 1.57695507024824e-05
2445236 0.373397572057244 2445236 0.373365136394373 -6359.77740186927 2.12139339471618e-05
2445246 0.372815931129675 2445246 0.372783340423846 -8546.4721435177 2.85079624768869e-05
2445256 0.372316333195041 2445256 0.372283587444981 -11219.4605681479 3.7424092130256e-05
2445266 0.371914698461235 2445266 0.371881797665426 -14354.6122236838 4.78818323831343e-05
2445276 0.371624155096055 2445276 0.371591099252774 -17814.9066890577 5.94241323077505e-05
2445286 0.371453660019512 2445286 0.371420449126898 -21516.1312608017 7.17700885617401e-05
2445296 0.371409968160832 2445296 0.371376602216918 -25368.8911996326 8.46215123918581e-05
2445306 0.371495036107408 2445306 0.371461515110199 -29203.3423779525 9.74118647706357e-05
2445316 0.371706492562712 2445316 0.371672816510247 -32939.6844006912 0.000109874960232292
2445326 0.372039054489892 2445326 0.372005223380294 -36446.6403857089 0.000121572906232714
2445336 0.372482153054815 2445336 0.37244816688637 -39576.3905631034 0.000132012629093903
2445346 0.373022171040937 2445346 0.372988029812142 -42280.1260260572 0.000141031319827456
2445356 0.373642851535629 2445356 0.373608555245233 -44432.6245922708 0.000148211282194
2445366 0.374324076330485 2445366 0.37428962497755 -45961.1139539507 0.000153309773903487
2445376 0.375045088654505 2445376 0.375010482238414 -46864.6297396021 0.000156323578158868
2445386 0.375783702932015 2445386 0.375748941452495 -47069.177487177 0.000157005876002314
2445396 0.376516618716348 2445396 0.376481702173487 -46601.10990077 0.0001554445705928
2445406 0.377222411131123 2445406 0.377187339525342 -45501.2691491658 0.000151775896741091
2445416 0.377879759450486 2445416 0.377844532782535 -43766.1843532421 0.000145988276840647
2445426 0.37846912799302 2445426 0.378433746263955 -41505.3103177212 0.000138446812820492
2445436 0.378974409472943 2445436 0.378938872684066 -38778.3266992707 0.000129350574587406
2445446 0.379380858122532 2445446 0.379345166275376 -35645.6532299061 0.000118901100673807
2445456 0.379677601248526 2445456 0.379641754344792 -32256.2020064848 0.000107595108368219
2445466 0.379857397542511 2445466 0.379821395584013 -28667.2096201765 9.56235183880993e-05
2445476 0.379915169071741 2445476 0.379879012060371 -24983.7405313522 8.33367880500591e-05
2445486 0.379850583286772 2445486 0.379814271224426 -21345.7636636498 7.12018034277895e-05
2445496 0.379666127375712 2445496 0.37962966026425 -17799.700196882 5.93734089097131e-05
2445506 0.379366887600375 2445506 0.379330265441575 -14472.439899215 4.82748632029129e-05
2445516 0.378962365597498 2445516 0.378925588392994 -11459.3373591281 3.82242349776796e-05
2445526 0.37847522755358 2445526 0.378438295304653 -8797.34632194236 2.93447886602349e-05
2445536 0.377896128220139 2445536 0.377859040928213 -6609.2258292598 2.2046004336973e-05
2445546 0.377253519206123 2445546 0.377216276872184 -4928.90838428041 1.64410686551708e-05
2445556 0.376564655531907 2445556 0.376527258156673 -3785.78926351238 1.26280337029439e-05
2445566 0.375849140750833 2445566 0.375811588334716 -3267.64651939219 1.08996955466845e-05
2445576 0.37512757839709 2445576 0.375089870940184 -3346.24396816834 1.11618684155435e-05
2445586 0.374419877408557 2445586 0.374382014910648 -4038.78747037965 1.34719448825482e-05
2445596 0.373747235078964 2445596 0.373709217539507 -5366.95712345183 1.79022419685149e-05
2445606 0.373129402574135 2445606 0.373091229992281 -7249.3571253356 2.41812525028084e-05
2445616 0.372584462074121 2445616 0.37254613444874 -9679.38466518681 3.22869518791791e-05
2445626 0.372129974537175 2445626 0.372091491866864 -12593.5656768674 4.20076134032277e-05
2445636 0.371779760140933 2445636 0.371741122424075 -15873.4429704578 5.29481064212023e-05
2445646 0.371545136859258 2445646 0.371506344094061 -19477.5802612772 6.49702143650233e-05
2445656 0.371434755612094 2445656 0.371395807796632 -23265.5456938323 7.76055069865444e-05
2445666 0.37145209837277 2445666 0.371412995505062 -27108.953517561 9.04257355185401e-05
2445676 0.371597770281563 2445676 0.37155851235962 -30933.4440089949 0.000103182862622231
2445686 0.371868123667279 2445686 0.371828710689167 -34563.9455731724 0.000115292912315934
2445696 0.372254493355426 2445696 0.372214925319346 -37901.2052103264 0.00012642481222902
2445706 0.372745827622921 2445706 0.372706104527247 -40859.0172321637 0.000136291011137324
2445716 0.373326685064361 2445716 0.373286806907703 -43290.5569032711 0.000144401754440637
2445726 0.373978539845049 2445726 0.373938506626308 -45162.7059248729 0.000150646571385304
2445736 0.374681839381326 2445736 0.374641651099704 -46407.6105468664 0.000154799126223737
2445746 0.375414116939516 2445746 0.375373773594563 -46958.9839684082 0.000156638309988466
2445756 0.376152836643073 2445756 0.376112338234689 -46861.2479535854 0.00015631229773494
2445766 0.376876051799964 2445766 0.376835398328389 -46085.4838494068 0.000153724627219964
2445776 0.377561275575553 2445776 0.377520467041377 -44662.7294777604 0.00014897882947329
2445786 0.378188778170537 2445786 0.378147814574655 -42691.0633547311 0.000142402059209679
2445796 0.378740539793501 2445796 0.378699421137087 -40183.978439083 0.000134039324094948
2445806 0.379200303739064 2445806 0.379159030023545 -37251.0490384497 0.000124256124676925
